"id","case_number","date","block","iucr","primary_type","description","location_description","arrest","domestic","beat","district","ward","community_area","fbi_code","x_coordinate","y_coordinate","year","updated_on","latitude","longitude","location"
"13636521","JH475400","2024-10-20T10:25:00.000","044XX W 59TH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0813","008","13","62","08B","1147598","1865112","2024","2024-10-28T15:40:58.000","41.785819005","-87.734381042","
,  
(41.785819005, -87.734381042)"
"13636587","JH475438","2024-10-20T10:25:00.000","013XX S INDEPENDENCE BLVD","041A","BATTERY","AGGRAVATED - HANDGUN","ALLEY","false","false","1011","010","24","29","04B","1151466","1893604","2024","2024-10-28T15:40:58.000","41.863930074","-87.719452496","
,  
(41.863930074, -87.719452496)"
"13636619","JH475409","2024-10-20T10:24:00.000","032XX W CERMAK RD","0495","BATTERY","AGGRAVATED OF A SENIOR CITIZEN","STREET","false","false","1024","010","24","30","04B","1155176","1889195","2024","2024-10-28T15:40:58.000","41.851757681","-87.705951446","
,  
(41.851757681, -87.705951446)"
"13636580","JH475488","2024-10-20T10:22:00.000","105XX S WOODLAWN AVE","0930","MOTOR VEHICLE THEFT","THEFT / RECOVERY - AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0512","005","9","50","07","1186087","1835360","2024","2024-10-28T15:40:58.000","41.703354066","-87.59419968","
,  
(41.703354066, -87.59419968)"
"13639893","JH479406","2024-10-20T10:20:00.000","050XX N ELSTON AVE","0560","ASSAULT","SIMPLE","TAVERN / LIQUOR STORE","false","false","1623","016","45","12","08A","1143328","1933345","2024","2024-10-28T15:40:58.000","41.973139321","-87.748331889","
,  
(41.973139321, -87.748331889)"
"13637365","JH476361","2024-10-20T10:20:00.000","016XX E HYDE PARK BLVD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0222","002","5","39","07","1188413","1871518","2024","2024-10-28T15:40:58.000","41.802519859","-87.584530142","
,  
(41.802519859, -87.584530142)"
"13638127","JH476163","2024-10-20T10:15:00.000","021XX W 51ST ST","1330","CRIMINAL TRESPASS","TO LAND","RESIDENCE","false","true","0931","009","15","61","26","1162848","1870823","2024","2024-10-28T15:40:58.000","41.801185594","-87.678307304","
,  
(41.801185594, -87.678307304)"
"13636433","JH475379","2024-10-20T10:10:00.000","033XX W HURON ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","1121","011","27","23","08B","1154155","1904471","2024","2024-10-28T15:40:58.000","41.893697059","-87.70929118","
,  
(41.893697059, -87.70929118)"
"13636548","JH475378","2024-10-20T10:05:00.000","001XX N MENARD AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","ALLEY","false","true","1512","015","29","25","08B","1137689","1900526","2024","2024-10-28T15:40:58.000","41.883184181","-87.769861132","
,  
(41.883184181, -87.769861132)"
"13640019","JH479526","2024-10-20T10:04:00.000","063XX W NEWPORT AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","APARTMENT","false","true","1633","016","30","17","26","1133488","1922271","2024","2024-10-28T15:40:58.000","41.942929815","-87.784777021","
,  
(41.942929815, -87.784777021)"
"13637762","JH476696","2024-10-20T10:00:00.000","028XX W WASHINGTON BLVD","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1222","012","27","27","14","1157277","1900552","2024","2024-10-28T15:40:58.000","41.882880077","-87.697931675","
,  
(41.882880077, -87.697931675)"
"13637527","JH476648","2024-10-20T10:00:00.000","009XX W BELMONT AVE","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","CTA STATION","false","false","1933","019","44","6","11","1169269","1921430","2024","2024-10-28T15:40:58.000","41.93991842","-87.653288878","
,  
(41.93991842, -87.653288878)"
"13638656","JH477945","2024-10-20T10:00:00.000","034XX N CLARK ST","0330","ROBBERY","AGGRAVATED","OTHER COMMERCIAL TRANSPORTATION","false","false","1924","019","44","6","03","1168850","1923293","2024","2024-10-28T15:40:58.000","41.945039683","-87.654774622","
,  
(41.945039683, -87.654774622)"
"13636582","JH475381","2024-10-20T10:00:00.000","002XX W 105TH PL","0530","ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON","RESIDENCE","true","true","0512","005","21","49","04A","1176482","1834980","2024","2024-10-28T15:40:58.000","41.702532128","-87.629382255","
,  
(41.702532128, -87.629382255)"
"13638779","JH478099","2024-10-20T10:00:00.000","041XX N MARMORA AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1624","016","38","15","06","1136274","1926984","2024","2024-10-28T15:40:58.000","41.955813386","-87.774423983","
,  
(41.955813386, -87.774423983)"
"13636783","JH475845","2024-10-20T10:00:00.000","005XX W TAYLOR ST","0820","THEFT","$500 AND UNDER","RESTAURANT","false","false","0124","001","28","28","06","1173062","1895889","2024","2024-10-28T15:40:58.000","41.869749161","-87.640107132","
,  
(41.869749161, -87.640107132)"
"13636785","JH475892","2024-10-20T10:00:00.000","011XX S CLARK ST","1156","DECEPTIVE PRACTICE","ATTEMPT - FINANCIAL IDENTITY THEFT","DEPARTMENT STORE","false","false","0123","001","34","32","11","1175696","1895352","2024","2024-10-28T15:40:58.000","41.86821682","-87.6304532","
,  
(41.86821682, -87.6304532)"
"13636442","JH475389","2024-10-20T10:00:00.000","0000X W CHICAGO AVE","0580","STALKING","SIMPLE","DEPARTMENT STORE","false","true","1832","018","42","8","08A","1176106","1905725","2024","2024-10-28T15:40:58.000","41.896671699","-87.628635323","
,  
(41.896671699, -87.628635323)"
"13636598","JH475385","2024-10-20T09:57:00.000","012XX S SPRINGFIELD AVE","0460","BATTERY","SIMPLE","VACANT LOT / LAND","false","false","1011","010","24","29","08B","1150571","1894260","2024","2024-10-28T15:40:58.000","41.86574773","-87.722720897","
,  
(41.86574773, -87.722720897)"
"13636478","JH475370","2024-10-20T09:52:00.000","036XX W FLOURNOY ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","1133","011","24","27","08B","1152246","1896783","2024","2024-10-28T15:40:58.000","41.872638266","-87.716505276","
,  
(41.872638266, -87.716505276)"
"13636429","JH475366","2024-10-20T09:45:00.000","020XX N MILWAUKEE AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","true","false","1431","014","1","22","06","1159682","1913243","2024","2024-10-28T15:40:58.000","41.917656022","-87.688750258","
,  
(41.917656022, -87.688750258)"
"13637184","JH476139","2024-10-20T09:45:00.000","012XX S CALIFORNIA BLVD","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE","false","false","1023","010","28","29","05","1157888","1894096","2024","2024-10-28T15:40:58.000","41.865151741","-87.695864118","
,  
(41.865151741, -87.695864118)"
"13636920","JH475949","2024-10-20T09:32:00.000","060XX S ARTESIAN AVE","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","APARTMENT","false","false","0825","008","16","66","26","1161073","1864568","2024","2024-10-28T15:40:58.000","41.784057985","-87.684989889","
,  
(41.784057985, -87.684989889)"
"13637084","JH475745","2024-10-20T09:30:00.000","057XX S WOODLAWN AVE","0620","BURGLARY","UNLAWFUL ENTRY","CONSTRUCTION SITE","false","false","0235","002","5","41","05","1185200","1867289","2024","2024-10-28T15:40:58.000","41.790991357","-87.59644638","
,  
(41.790991357, -87.59644638)"
"13636534","JH475516","2024-10-20T09:30:00.000","025XX W MADISON ST","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1222","012","27","28","14","1159456","1899930","2024","2024-10-28T15:40:58.000","41.881128702","-87.689947408","
,  
(41.881128702, -87.689947408)"
"13636489","JH475466","2024-10-20T09:30:00.000","041XX S ASHLAND AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0924","009","12","61","07","1166366","1877352","2024","2024-10-28T15:40:58.000","41.819027613","-87.665219378","
,  
(41.819027613, -87.665219378)"
"13636558","JH475458","2024-10-20T09:30:00.000","026XX W PERSHING RD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","VEHICLE NON-COMMERCIAL","false","false","0911","009","12","58","07","1159428","1878696","2024","2024-10-28T15:40:58.000","41.822860928","-87.690633793","
,  
(41.822860928, -87.690633793)"
"13636420","JH475394","2024-10-20T09:30:00.000","037XX N BERNARD ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE - GARAGE","false","false","1732","017","35","16","14","1152725","1924607","2024","2024-10-28T15:40:58.000","41.948980385","-87.714009021","
,  
(41.948980385, -87.714009021)"
"13636501","JH475356","2024-10-20T09:26:00.000","019XX S PULASKI RD","0460","BATTERY","SIMPLE","APARTMENT","false","false","1014","010","24","29","08B","1150022","1890207","2024","2024-10-28T15:40:58.000","41.854636508","-87.724841776","
,  
(41.854636508, -87.724841776)"
"13636533","JH475336","2024-10-20T09:26:00.000","064XX S DR MARTIN LUTHER KING JR DR","0420","BATTERY","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0312","003","20","42","04B","1180025","1862499","2024","2024-10-28T15:40:58.000","41.777967289","-87.615568353","
,  
(41.777967289, -87.615568353)"
"13636397","JH475331","2024-10-20T09:20:00.000","017XX N SAWYER AVE","0710","THEFT","THEFT FROM MOTOR VEHICLE","APARTMENT","false","false","1422","014","26","23","06","1154313","1911444","2024","2024-10-28T15:40:58.000","41.912828452","-87.708524371","
,  
(41.912828452, -87.708524371)"
"13636466","JH475305","2024-10-20T09:05:00.000","017XX W ESTES AVE","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","STREET","false","false","2423","024","49","1","26","1163676","1947450","2024","2024-10-28T15:40:58.000","42.01143819","-87.673107779","
,  
(42.01143819, -87.673107779)"
"13636460","JH475313","2024-10-20T09:02:00.000","006XX N WELLS ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","true","false","1831","018","42","8","06","1174613","1904888","2024","2024-10-28T15:40:58.000","41.894408446","-87.634143853","
,  
(41.894408446, -87.634143853)"
"13643083","JH483296","2024-10-20T09:00:00.000","060XX N WINTHROP AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","false","2433","024","48","77","08A",,,"2024","2024-10-28T15:40:58.000",,,
"13636399","JH475335","2024-10-20T09:00:00.000","063XX S RACINE AVE","1345","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","CTA TRAIN","false","false","0724","007","16","67","14","1169407","1862778","2024","2024-10-28T15:40:58.000","41.778969503","-87.654486077","
,  
(41.778969503, -87.654486077)"
"13636596","JH475351","2024-10-20T09:00:00.000","047XX S DREXEL BLVD","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0223","002","4","39","08B","1182985","1873864","2024","2024-10-28T15:40:58.000","41.809085505","-87.604363725","
,  
(41.809085505, -87.604363725)"
"13637970","JH477255","2024-10-20T09:00:00.000","007XX N STATE ST","0460","BATTERY","SIMPLE","CHURCH / SYNAGOGUE / PLACE OF WORSHIP","false","false","1833","018","42","8","08B","1176231","1905475","2024","2024-10-28T15:40:58.000","41.895982869","-87.628183771","
,  
(41.895982869, -87.628183771)"
"13636473","JH475411","2024-10-20T09:00:00.000","005XX N COLUMBUS DR","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","HOTEL / MOTEL","false","true","1834","018","2","8","26","1178412","1903766","2024","2024-10-28T15:40:58.000","41.891243826","-87.620225683","
,  
(41.891243826, -87.620225683)"
"13644974","JH485560","2024-10-20T09:00:00.000","039XX W ROOSEVELT RD","0810","THEFT","OVER $500","CONSTRUCTION SITE","false","false","1011","010","24","29","06",,,"2024","2024-10-28T15:40:58.000",,,
"13637680","JH476467","2024-10-20T09:00:00.000","081XX S BURNHAM AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0422","004","7","46","08B","1196246","1851629","2024","2024-10-28T15:40:58.000","41.747752338","-87.556462671","
,  
(41.747752338, -87.556462671)"
"13639045","JH478346","2024-10-20T09:00:00.000","053XX S WOLCOTT AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0932","009","16","61","07","1164590","1869332","2024","2024-10-28T15:40:58.000","41.797057503","-87.671960825","
,  
(41.797057503, -87.671960825)"
"13637611","JH475337","2024-10-20T09:00:00.000","018XX S RACINE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","1233","012","25","31","08B","1168668","1891001","2024","2024-10-28T15:40:58.000","41.856432328","-87.656380172","
,  
(41.856432328, -87.656380172)"
"13636494","JH475315","2024-10-20T09:00:00.000","044XX N LAWNDALE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","1723","017","33","14","08B","1150925","1929107","2024","2024-10-28T15:40:58.000","41.961364212","-87.720507276","
,  
(41.961364212, -87.720507276)"
"13643616","JH483293","2024-10-20T08:58:00.000","020XX N KENMORE AVE","0810","THEFT","OVER $500","RESIDENCE - PORCH / HALLWAY","false","false","1811","018","43","7","06",,,"2024","2024-10-28T15:40:58.000",,,
"13636412","JH475286","2024-10-20T08:40:00.000","014XX N ROCKWELL ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1423","014","1","24","14","1158810","1909530","2024","2024-10-28T15:40:58.000","41.907485201","-87.692056017","
,  
(41.907485201, -87.692056017)"
"13639415","JH477758","2024-10-20T08:36:00.000","065XX W DIVERSEY AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","2512","025","36","19","06","1132377","1917897","2024","2024-10-28T15:40:58.000","41.930946496","-87.788962647","
,  
(41.930946496, -87.788962647)"
"13636931","JH475896","2024-10-20T08:30:00.000","013XX S MILLARD AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","ALLEY","false","false","1011","010","24","29","14","1152253","1893556","2024","2024-10-28T15:40:58.000","41.863782878","-87.7165647","
,  
(41.863782878, -87.7165647)"
"13636777","JH475623","2024-10-20T08:30:00.000","007XX N KEDZIE AVE","0460","BATTERY","SIMPLE","CTA BUS STOP","false","false","1221","012","27","23","08B","1154904","1904844","2024","2024-10-28T15:40:58.000","41.894705624","-87.706530337","
,  
(41.894705624, -87.706530337)"
"13636369","JH475291","2024-10-20T08:30:00.000","046XX S ST LAWRENCE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false","0221","002","4","38","14","1181039","1874410","2024","2024-10-28T15:40:58.000","41.810628846","-87.611484377","
,  
(41.810628846, -87.611484377)"
"13638021","JH477223","2024-10-20T08:30:00.000","018XX W LAWRENCE AVE","0820","THEFT","$500 AND UNDER","ATHLETIC CLUB","false","false","2032","020","47","4","06","1163251","1931912","2024","2024-10-28T15:40:58.000","41.968810413","-87.675110943","
,  
(41.968810413, -87.675110943)"
"13636550","JH475312","2024-10-20T08:30:00.000","050XX W WASHINGTON BLVD","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","1533","015","28","25","08B","1142690","1900032","2024","2024-10-28T15:40:58.000","41.881737011","-87.751509217","
,  
(41.881737011, -87.751509217)"
"13637921","JH477166","2024-10-20T08:30:00.000","067XX N CLARK ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","2432","024","49","1","14","1163830","1944712","2024","2024-10-28T15:40:58.000","42.003921798","-87.672618898","
,  
(42.003921798, -87.672618898)"
"13636555","JH475278","2024-10-20T08:28:00.000","006XX N LOCKWOOD AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","1524","015","37","25","08B","1140913","1903752","2024","2024-10-28T15:40:58.000","41.891978025","-87.757942813","
,  
(41.891978025, -87.757942813)"
"13636605","JH475263","2024-10-20T08:13:00.000","031XX S GILES AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0211","002","4","35","14","1178781","1884262","2024","2024-10-28T15:40:58.000","41.837715262","-87.619466158","
,  
(41.837715262, -87.619466158)"
"13637060","JH476124","2024-10-20T08:00:00.000","052XX S WOOD ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0932","009","16","61","07","1165238","1869876","2024","2024-10-28T15:40:58.000","41.798536599","-87.669569122","
,  
(41.798536599, -87.669569122)"
"13637954","JH476841","2024-10-20T07:53:00.000","043XX S KILDARE BLVD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0815","008","14","57","07","1148368","1875360","2024","2024-10-28T15:40:58.000","41.813926326","-87.731294646","
,  
(41.813926326, -87.731294646)"
"13636439","JH475273","2024-10-20T07:46:00.000","091XX S HARPER AVE","0820","THEFT","$500 AND UNDER","RESIDENCE","false","false","0413","004","8","48","06","1188045","1844587","2024","2024-10-28T15:40:58.000","41.728627641","-87.58673702","
,  
(41.728627641, -87.58673702)"
"13636557","JH475247","2024-10-20T07:40:00.000","079XX S HERMITAGE AVE","0930","MOTOR VEHICLE THEFT","THEFT / RECOVERY - AUTOMOBILE","STREET","false","false","0611","006","17","71","07","1166058","1852095","2024","2024-10-28T15:40:58.000","41.749725799","-87.667067181","
,  
(41.749725799, -87.667067181)"
"13636628","JH475246","2024-10-20T07:40:00.000","060XX S COTTAGE GROVE AVE","0860","THEFT","RETAIL THEFT","GROCERY FOOD STORE","false","false","0313","003","20","42","06","1182603","1865189","2024","2024-10-28T15:40:58.000","41.78528946","-87.606034015","
,  
(41.78528946, -87.606034015)"
"13636906","JH475972","2024-10-20T07:34:00.000","046XX N CENTRAL PARK AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","APARTMENT","false","true","1723","017","33","14","26","1151553","1930558","2024","2024-10-28T15:40:58.000","41.965333506","-87.718160091","
,  
(41.965333506, -87.718160091)"
"13636444","JH475287","2024-10-20T07:34:00.000","079XX S LAFAYETTE AVE","0460","BATTERY","SIMPLE","GAS STATION","true","false","0623","006","17","44","08B","1177312","1852570","2024","2024-10-28T15:40:58.000","41.750782715","-87.625813624","
,  
(41.750782715, -87.625813624)"
"13636377","JH475265","2024-10-20T07:33:00.000","049XX S CICERO AVE","1812","NARCOTICS","POSSESS - CANNABIS MORE THAN 30 GRAMS","GAS STATION","true","false","0815","008","14","56","18","1145197","1871348","2024","2024-10-28T15:40:58.000","41.802977153","-87.743027394","
,  
(41.802977153, -87.743027394)"
"13636366","JH475243","2024-10-20T07:31:00.000","006XX N CLARK ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false","1832","018","42","8","06","1175423","1904617","2024","2024-10-28T15:40:58.000","41.893646656","-87.631177143","
,  
(41.893646656, -87.631177143)"
"13636563","JH475514","2024-10-20T07:30:00.000","038XX N RIDGEWAY AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE","false","false","1732","017","30","16","05","1150711","1925186","2024","2024-10-28T15:40:58.000","41.950608901","-87.721397001","
,  
(41.950608901, -87.721397001)"
"13636537","JH475254","2024-10-20T07:20:00.000","003XX W 64TH ST","1310","CRIMINAL DAMAGE","TO PROPERTY","HOSPITAL BUILDING / GROUNDS","false","false","0722","007","6","68","14","1174835","1862500","2024","2024-10-28T15:40:58.000","41.778087331","-87.634594908","
,  
(41.778087331, -87.634594908)"
"13636546","JH475363","2024-10-20T07:13:00.000","062XX W MONTROSE AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","false","true","1622","016","38","15","26","1134068","1928596","2024","2024-10-28T15:40:58.000","41.960276071","-87.782495784","
,  
(41.960276071, -87.782495784)"
"13636571","JH475208","2024-10-20T07:10:00.000","079XX S WABASH AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0623","006","6","44","08B","1178087","1852414","2024","2024-10-28T15:40:58.000","41.750337109","-87.622978389","
,  
(41.750337109, -87.622978389)"
"13636603","JH475445","2024-10-20T07:00:00.000","012XX S BLUE ISLAND AVE","0820","THEFT","$500 AND UNDER","STREET","false","false","1232","012","28","28","06","1169188","1894425","2024","2024-10-28T15:40:58.000","41.865816799","-87.65437212","
,  
(41.865816799, -87.65437212)"
"13636452","JH475255","2024-10-20T07:00:00.000","037XX W HIRSCH ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","2535","025","36","23","14","1151212","1909057","2024","2024-10-28T15:40:58.000","41.906339724","-87.719979471","
,  
(41.906339724, -87.719979471)"
"13636423","JH475386","2024-10-20T07:00:00.000","061XX N NORTHCOTT AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1612","016","41","10","14","1127971","1940418","2024","2024-10-28T15:40:58.000","41.992822212","-87.804643504","
,  
(41.992822212, -87.804643504)"
"13638072","JH477369","2024-10-20T07:00:00.000","056XX S ALBANY AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0824","008","14","63","07","1156674","1867122","2024","2024-10-28T15:40:58.000","41.791156415","-87.701049546","
,  
(41.791156415, -87.701049546)"
"13636900","JH475735","2024-10-20T06:40:00.000","034XX W 71ST PL","0281","CRIMINAL SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE","false","false","0831","008","17","66","02","1154679","1856987","2024","2024-10-28T15:40:58.000","41.763384468","-87.708634811","
,  
(41.763384468, -87.708634811)"
"13636410","JH475316","2024-10-20T06:38:00.000","015XX N TALMAN AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1423","014","26","24","07","1158470","1910052","2024","2024-10-28T15:40:58.000","41.908924579","-87.693290684","
,  
(41.908924579, -87.693290684)"
"13636443","JH475321","2024-10-20T06:30:00.000","005XX W KINZIE ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1214","012","34","28","07","1172517","1902920","2024","2024-10-28T15:40:58.000","41.889054749","-87.641900009","
,  
(41.889054749, -87.641900009)"
"13640154","JH479651","2024-10-20T06:20:00.000","057XX S CICERO AVE","0810","THEFT","OVER $500","AIRPORT BUILDING NON-TERMINAL - SECURE AREA","false","false","0813","008","13","56","06","1145654","1866253","2024","2024-10-28T15:40:58.000","41.788987036","-87.74147999","
,  
(41.788987036, -87.74147999)"
"13637904","JH477153","2024-10-20T06:13:00.000","013XX N HUDSON AVE","1242","DECEPTIVE PRACTICE","COMPUTER FRAUD","RESIDENCE","false","false","1821","018","27","8","11","1173068","1909520","2024","2024-10-28T15:40:58.000","41.907153315","-87.639680572","
,  
(41.907153315, -87.639680572)"
"13636415","JH475199","2024-10-20T06:10:00.000","028XX N SACRAMENTO AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","GAS STATION","false","false","1411","014","35","21","04A","1155890","1918664","2024","2024-10-28T15:40:58.000","41.93260903","-87.702535717","
,  
(41.93260903, -87.702535717)"
"13636341","JH475201","2024-10-20T06:00:00.000","009XX W CARMEN AVE","0810","THEFT","OVER $500","APARTMENT","false","true","2024","020","48","3","06","1169069","1933965","2024","2024-10-28T15:40:58.000","41.974319257","-87.653658539","
,  
(41.974319257, -87.653658539)"
"13637746","JH476862","2024-10-20T06:00:00.000","003XX N MAYFIELD AVE","0810","THEFT","OVER $500","DRIVEWAY - RESIDENTIAL","false","false","1512","015","29","25","06","1137100","1901644","2024","2024-10-28T15:40:58.000","41.886262712","-87.771997155","
,  
(41.886262712, -87.771997155)"
"13639362","JH478722","2024-10-20T06:00:00.000","010XX E 62ND ST","0710","THEFT","THEFT FROM MOTOR VEHICLE","STREET","false","false","0314","003","20","42","06","1184111","1864110","2024","2024-10-28T15:40:58.000","41.782293453","-87.600538793","
,  
(41.782293453, -87.600538793)"
"13637221","JH475198","2024-10-20T06:00:00.000","095XX S MARQUETTE AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","RESIDENCE","false","false","0431","004","10","51","14","1195918","1842222","2024","2024-10-28T15:40:58.000","41.721946864","-87.557975072","
,  
(41.721946864, -87.557975072)"
"13636607","JH475260","2024-10-20T06:00:00.000","002XX S DAMEN AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","CHA PARKING LOT / GROUNDS","false","false","1225","012","27","28","14","1163107","1898927","2024","2024-10-28T15:40:58.000","41.878300494","-87.676569346","
,  
(41.878300494, -87.676569346)"
"13636636","JH475281","2024-10-20T06:00:00.000","029XX N LAKE SHORE DR","0460","BATTERY","SIMPLE","HOSPITAL BUILDING / GROUNDS","false","false","1934","019","44","6","08B","1173796","1919557","2024","2024-10-28T15:40:58.000","41.93467909","-87.636706827","
,  
(41.93467909, -87.636706827)"
"13636479","JH475257","2024-10-20T06:00:00.000","007XX S HOMAN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","1133","011","24","27","08B","1153827","1896359","2024","2024-10-28T15:40:58.000","41.871443441","-87.710711966","
,  
(41.871443441, -87.710711966)"
"13636411","JH475189","2024-10-20T06:00:00.000","020XX N WESTERN AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1431","014","1","22","14","1160045","1913283","2024","2024-10-28T15:40:58.000","41.91775829","-87.687415476","
,  
(41.91775829, -87.687415476)"
"13637622","JH476749","2024-10-20T06:00:00.000","020XX W WARREN BLVD","0460","BATTERY","SIMPLE","ALLEY","false","false","1223","012","27","28","08B","1162823","1900352","2024","2024-10-28T15:40:58.000","41.882216775","-87.677572151","
,  
(41.882216775, -87.677572151)"
"13636346","JH475185","2024-10-20T05:44:00.000","032XX N LAKE SHORE DR","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false","1925","019","44","6","14","1173062","1921867","2024","2024-10-28T15:40:58.000","41.941034149","-87.639335535","
,  
(41.941034149, -87.639335535)"
"13636327","JH475178","2024-10-20T05:35:00.000","079XX S WABASH AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","false","0623","006","6","44","08A","1178086","1852468","2024","2024-10-28T15:40:58.000","41.750485314","-87.62298042","
,  
(41.750485314, -87.62298042)"
"13636611","JH475552","2024-10-20T05:30:00.000","027XX W LAWRENCE AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESTAURANT","false","false","1911","019","40","4","05","1157069","1931766","2024","2024-10-28T15:40:58.000","41.968537859","-87.697845997","
,  
(41.968537859, -87.697845997)"
"13636371","JH475212","2024-10-20T05:30:00.000","001XX E DELAWARE PL","0820","THEFT","$500 AND UNDER","HOTEL / MOTEL","false","false","1833","018","2","8","06","1177786","1906673","2024","2024-10-28T15:40:58.000","41.899235024","-87.622436193","
,  
(41.899235024, -87.622436193)"
"13641770","JH475192","2024-10-20T05:30:00.000","041XX W 21ST ST","0560","ASSAULT","SIMPLE","APARTMENT","false","true","1012","010","24","29","08A","1149130","1889769","2024","2024-10-28T15:40:58.000","41.853451881","-87.728127153","
,  
(41.853451881, -87.728127153)"
"13637218","JH475191","2024-10-20T05:25:00.000","098XX S MERRILL AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true","0431","004","7","51","08B","1192397","1840100","2024","2024-10-28T15:40:58.000","41.716210184","-87.570940521","
,  
(41.716210184, -87.570940521)"
"13636321","JH475169","2024-10-20T05:20:00.000","012XX W 111TH ST","0560","ASSAULT","SIMPLE","GAS STATION","false","false","2234","022","21","75","08A","1170140","1831176","2024","2024-10-28T15:40:58.000","41.692233255","-87.652715044","
,  
(41.692233255, -87.652715044)"
"13637797","JH476898","2024-10-20T05:00:00.000","020XX W RICE ST","0810","THEFT","OVER $500","APARTMENT","false","false","1212","012","36","24","06","1162682","1905672","2024","2024-10-28T15:40:58.000","41.896818243","-87.677940695","
,  
(41.896818243, -87.677940695)"
